Team Names,Series Number,Filename,Name,Description,Gender,Attributes,UUID,SHA-256
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,3a752a3038376278aca1174090fb8b01b693374896275b24ffa04bac519e4199
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,c267ede984ce8123ce550da97d9879d42c0d79599d3eb7953c2ffe70d83679c8
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,5944567773240e6e9f3000912f2999d2120b10d5ed1921ea995487cf1ae63826
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,ec00377542ecb42f313c6fd7c218e34a47519ee301460a5eb40ea4231db0356f
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,dffcb2a1e5931ee6ba975c677fde0efc4bc4aa5bd9e4fb2f8fd04368f1ff819a
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,8092bace4993d82712b09dadc2106bcda9bdaa96f001e09261c212c07916c9f9
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,5e461dc2fc94d802cb8901c0b0e253bc83b59b790f28f2dffa22cf589797a102
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,8f3214b5def2b0b112ef10f03c04e41eb1a820818c76a7591cff3cdd76744d2a
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,bd517f77ee91b197eb4e10a2bd2b879cf3e43c5594db7232b8fad403c7600f04
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,b9e0d32d7969bd1295173318ba8bc7a3603ae6e0b3ad8438de33468863fdb6e7
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,4e0857f45e757f5653bbe8ae64f842854270f98f0a324debb0324fb9cf6c479a
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,1aa40d73c113f8237a0390a4b41bc36cc22fe03d77cc442bdceadc3aecd5d8af
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,86518b8b901d0a6da07f04c38861275c3e5cb6e787799ce5a178a2610f2f7267
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,a3adea8e649db45dac7e95199235e4e359400a949a158c26cbec87c33938314a
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,279b533f9b740eb5a3d49509018ea756ebeea8ba0f2c28b16c4d3ee71834c51a
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,7867cb0f8786fb7b24bf6d21bf182ca7c5fe133f1fe2fc17a6535b9fcd6badc7
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,6035d9f536d5ce671f032a9bc8d1c98347e5617b22a94c8190ca0906e130e0fa
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood.,Female,hair:pitch; eyes: blue  teeth: none  clothing: top accessories: bow-tie  expression: strengths: powerful; weakness: sentimental,2ae282e6-9400-43cb-bbdd-f4e61fec96b3,b36cd43a33a068df7ae943e41c2dde0a0da030afea8e3fab75b41f91c8528789
,182,lola-babe,lola babe,You will always see her in tight fittted dresses; she loves the exquisite life.,Female,hair: brown; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: happy; strengths: calculative; weakness: misleading,7c80747e-9ba7-4fb7-ab69-ff09c7f75d58,3ad261cd7cf63c009364a95ee5dc2fc0b170dfe9800bcb68e04b3530fe897a1f
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends.,Female,hair: two brown bun; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: strengths: free spirit; weakness: misleading,14792397-de9d-4f18-b46c-f168605d09e8,3d5b00a0d350cc6a5ba59129843f93541a8bafe7071c02936f7c27178b029005
,184,bella-the-baller,bella the baller,Bella earns big; she is always out partying and buying bottles.,Female,hair: brown; eyes: blue; teeth: none; clothing: igbo clothing; accessories: none; expression: determined; strengths: adaptation; weakness: fluency,535199d1-0705-4652-8e00-6d33db7aa4a7,4e627a4c42a21cb29e975dca1ff11f6d2098a1117829c68c7a3e58eece1d685d
,185,milly-of-roses,milly of roses,she is very attractive but doesn't have a social life.,Female,hair: beige; eyes: blue;  teeth: none;  clothing: black-top;  accessories: none;  expression: happy; strengths: cool headed; weakness: pressure,3882bf86-4fe7-4b45-af74-8cd6b2fa3be7,2dc5f9fa9d01f27049acd3cbd6b77d7133734c22f5227a81a45b6bb62150dd01
,186,preciousjada-the-viper,preciousjada the viper,Her opinions are great but her words sting like viper.,Female,hair: ginger afro; eyes: blue  teeth: white teeth  clothing: aso-oke   expression: strong-willed  strengths: confidence; weakness: endurance,0d736b37-d6c9-492b-92a1-a682da4dd149,5f8cdce582247b53be04749241dd922dce72befee229ec33716302b008f6d0c0
,187,lolly-of-ny,lolly of ny,Most popular visual artist; alway gets praised for her creativity.,Female,hair: purple braids; eyes: black  teeth: none  clothing: black and blue top  accessories: none expression: calculative strength: strong willed; weakness: relationship,c41d20a9-19d6-498e-9246-e5bbb299d713,2ae12c769cbbc90338bbdfe01bf070fcb27ec3da671618fad46a7db1d33ff15f
,188,disy-the-dancer,disy the dancer,Dances her way into any show,Female,hair: black hair tied with scalf; eyes: black  teeth: none  clothing: one-arm top  accessories: none  expression: bad girl vibes  strength: cleaniness; weakness: perfectionist,850f407d-d106-4b0e-89cd-e35d9261aedd,5b2b446f9d87b66b579fb57e6362fe64074cbc4cc5863cbb5d2bda95f41a0f72
,189,jenny-the-great,jenny the great,The greatest of our time,Female,hair: black tied with scalf; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: badass weakness: cancer,3caaefcd-329e-4e25-af9e-21bb07c52380,e15a39c7fd654e4f7869023d7e6757425fd6e3e5dbb1f57fb9b17fb9befdf0f7
,190,lolly-the-pop,lolly the pop,Seeing lolly makes me pop,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: peaceful weakness: anger,a3c79502-5fbe-45af-a498-4670fdfff629,b9853612e7bb5f1986c042a2147d8f2ed3d2b95e42ce9acde818bffcf9544b6d
,191,disy-the-queen,disy the queen,The queen in her own space,Female,hair: one bun dark brown; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: beauty; weakness: lover girl,c2807d94-0192-4dca-be02-1e5ac8a42d74,a39d8b07e8bfa161c58672f83efc8917e8d8824c04228fa6d3e2249a9bb7aa52
,192,jennyp-of-lagos,jennyp of lagos,A well known celebrity in Lagos,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: super powerful; weakness: sleeping,94a06683-6ce5-4c5f-8820-968654168980,d69116e82cadda5142aefc1ec563266c528de51d084a450019bbb0b9748aa995
,193,jada-of-life,jada of life,Her business signature,Female,hair: male; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: calm weakness: sun,c92fad1d-521e-44e0-9a56-d07ca5e77fe5,6a5a0df618b933c4286d63dd17485ae927df57bee2499832fd3b4e46149ffb74
,194,sandy-the-rapper,sandy the rapper,She just loves to rap,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: clean weakness: foodie,778b0412-b5b9-4b0c-bbcd-5c0fbb360fd7,a3c9c0e4d01dc7f332e3298ef567e050f38717f4e322108ff6119853e469100e
,195,dahila-the-genius,dahila the genius,The genius in the family,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: activist; weakness: irrational,d46f7da0-73e6-4100-b9b2-6c08d5ad561a,ee513c1a5b41ce438dd87279e06428c3c271be8ed8c488ee5b7a0e60887d8ed2
,196,rosemary-of-yaba,rosemary of yaba,She has a cloth store in Yaba,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: mind games; weakness: insomia,583fa7c2-583f-4fc6-8176-473e5c2aa92b,dfea482786fb09784305b010fc2b53a07f5c58eaaea8120bfdc1b9f69712750b
,197,jennifer-of -island,jennifer of island,She goes on vacation to the island,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong ; weakness: lateness,37552438-fdda-483a-a1a4-bdfa6ddd3ec2,f15252180de89f71a80596bdf2e84ef9774163ab4b91b5d4c5bcb832020ea3a5
,198,opeyemi-of-lekki,opeyemi of lekki,Opeyemi lives in lekki,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: conversationist; weakness: traditionalist,65cdbeee-071a-4700-bccf-cb437f3d066d,3a0f9fbb49eb59d9dd859d49723cef7e2f3fcd31bde7a60e3678dc8d0ff49e28
,199,vicky-the-artist,vicky the artist,Brings life into what she draws,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: strong willed; weakness: crying,7247e175-bca1-4cd8-a8bb-b97cad9781a7,96e70b7d319b6c1088eff38484b914556525a6232d4c76dc295938ddeaab7399
,200,afrogirl-sailor,afrogirl sailor,She loves water and sails the ocean yearly.,Female,hair: bald; eyes: none  teeth: none  clothing: none  accessories: none  expression: none  strength: height;  weakness: pride,3973c584-f922-4b80-abb7-13b66d9518fa,685420fe7b766028c2f338262c13d6d1cc3bc5d695ce71baf4129c4511186a89
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,08b4bfcaf7112c56ae972b28a7073a5cb5153a626896b105ec9b26928b62fc04
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none,4a5f4c6d-d0dd-4b71-b095-86ef11910962,51d3d175e9606b06bc1a4c6e8e4ef8231d1764a666a2310be1f4df8dfc205a7b
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none,bd329fd7-dd90-4180-a7a7-03e2d41535cb,920a7924e6014d8430b976b3336215f26aa05c1dde3d22e61447b0b4082a1f22
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,5b5e92a4b266cc8b89eefee431c4a1689ca681bd066c1b30d5065d52d66d1572
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none,22286b60-5f7b-4df3-8cb1-187d02fb83d0,b259714ad071faa6815ddf71ea90c4fc3deb034faaa77bcf385f05773c994e55
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,c61b986ff1ba3b2dbc6193b38cf1da72fa17d14a683d547d8b04600c239d741c
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol,355be0ea-e500-41e1-add4-ce868759bb72,1a6f0abbddb449507cdc3ff33ce779e38e2f56940356353fb71dd20fd2c2aed1
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,4b6c903bba5810025a9cdbb087334fcacc16c7fea4ab284e7b48b7231fd5c7c2
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking,facf7001-d028-4e00-bffc-ed1f7c005ecc,dd4e8467deb9468e9903e4d73055866b0f333c3cd2fcf292f6bda62dc73eef25
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none,cc3c5c06-df96-4a0d-a09f-3359c21191f6,007bb20cb9287b044e5a069c32e1b043a00f1bb3c7a3e30f080cbddd3eb2282c
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys,6e697e86-def8-4fb4-96c9-0f43ab9beea6,de90c707189811203417b73c5a057fa9a2aca62f6fa6ab3a1a2e2f542a1db2a9
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none,5142f00b-10b5-47a5-ab8a-8ae71b255b04,008170cd3a4074ee75523643c5ddd63308eac13d58ceb3cdccc1fb7a7ecaed49
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none,9a5e7e95-6552-4a92-ab18-2154678943c2,0f20cc9c0a1d78e72e43a1a1fe16d580559f505f418d429fc9386e55f4e5a5a8
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking,eb32dfc0-29ee-49db-8833-37a41a6d6d65,2813e4d1986de2eaa4dac4ca2c2b297b1ddda6b54c29c91f7e4e8ed1fd6bd349
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none,4d649c12-05a5-44a4-b4ef-eb285b291aff,db3807c28c6e4e3a7f25e8b6789c67e4c440666e35f92edf6e303c8584e642a3
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,d8cc43fc8aa4cfbe8962986a2c0605f290025663858bd1cf966a722dba0e0aaf
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,136c140cd5bf0f95abd0e36faeaef3f304bf2e13b267b91e3c7b95a85db6cdb9
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none,c587932b-0b8c-4f70-8465-425a1f53df64,97b7dabd4000dade7a85f91114da2c1eca951bf3d0a1167cf9b502c0e1de5a59
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none,3bba4477-d84a-440f-af66-12690ea8b2e4,d4f1365bc302624c635e12e33509b5c0cebf1f4ba50ad583415b5652fa1f3588
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking,2af7b970-e212-4627-b818-13c00c8d3a72,8ea0bb236255855586db43be1560326410963fd1449bd39e86f2e9d2fe009a02
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,bbe488ce7dceb882d77244431d5224f4d19de47b4f21c3048f01e8132da6b588
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,2f589da44908c162412328cad39ed32c0620f5669d5692f8819374c6ef1a53c5
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none,77237cce-bae0-4d60-adad-27055f0eed39,5ad7db25c86dfac5212f95e0300d449b99296a2c333ca1c37cb1ad70bf118510
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none,a5a2854e-a850-4b15-b3c3-176a79b2d34b,f3b9b46b2b2bc118537cbabe3752e33f8df31c033b9c4100ca39d60dfcbf8297
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none,7ec03993-f500-4a41-aa3c-a73df7a0fbed,6874f10feecb41e81a63150b7c464801b1ff54baea6ac82d218bb484658e8112
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,f6e2beb6b5072427f0e5c5878ae6b14faefdf72be643be08a816028d4b88d7eb
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour,df7dc588-f99c-4592-84f6-08b40047d9d1,03feec3b85f4a92735b591b349f4a9b39acab80e6dc0fb60e0db5a5661f0feeb
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed  strength: none  weakness:weak,d1e8b38b-994b-487c-890b-9034d3ab7dcb,1abc12408c54dc2dcb6d8aa187ec575f3d5674e49f85fdd7d7c2585858ea5161
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none,1326ef4b-224a-497e-9452-e63a4486e387,ee32563ba5ebada7ba71b1b437ffc6e0032b99b406fd20ef855785e2ad3c3f61
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical,7c771f82-a512-403c-91b9-6736318a8796,74eab2ec09ee12961e5dc54c42dc3776a1c9afe533ecfb4d272b0bf09682e171
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none,eaad5c98-3f85-4480-9c4e-b73340cfba4f,2bca867e6359c3d7d0f22f60f939c5de6f94fc0029a036646a9a5eed588578b9
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,c827108b5384c2b28e65ed2ba9128348fac756227ac2d77ccaa075ba954d029f
,233,vamp-karishika,vamp karishika,Queen of the royal Ghana youths,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,f74e8e98d5c746eb3cf57dc5832442a72db8e064102b64a9bc0707c6d721060c
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,cb32bc569973e7eaaa3f66e74e595f165708f4370270e93aca2310d5def4fe3e
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,d470ee2908a49ad31f7b104924be32dffe5e38b09f66bf44110843a46cffa1e3
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,403f28a0-6aa7-4f80-997f-b0982c169baa,1da4ee08171de93c939a375af3b1a7dc21dfad9babf4b891b682b00f4cf72c84
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none,9d945d79-dd2d-4755-b9c7-bff837be8557,bc3b6d44253226b00fa7ed62d44fa3f84d9d7842460492fee3ef8991e2b14ae1
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,2f5b8e30853bf69e99326933ef3bc9b2501f87e06deac948e7e7093e2465d5a0
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,0be2d50b-3e57-4e39-a199-b211d2be860c,2cbd9b9610bd80334676947a6112defb96bc9a13c5bb3bc9551f7aee85948495
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,2f81bd9f3e7423569af906032ae009fd66776ae84bb66942a49ea160dfa21a6f
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot,17e90692-26ec-4ac5-8613-d87d00278d37,091b4cf40e10c699e2549bb782c03e925e775ed1e24a5a9378bd4e40f4c4f7f6
,242,chi-lastborn,chi lastborn,Baby of the house; the lastborn of an average Nigerian family.,Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret,187b9001-81a7-421b-aeea-ba64f930f6c3,63e821c9b5927968e83ebf93405106a74787b82d716afce19ab2f4c7bd0053e9
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered,8b98de66-9a2b-4229-b0d9-297b2906f548,956b21b1d3eab0ac4a0cb23a12678ebb16d5be143d2b7a70d8c703dd6db409e8
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending,5646daa8-2619-46a5-ac93-9a49f862729a,74ac80ece373f3ef716ac46a6e1ed02136250dfd3c8d9db8089ac3562cea9b03
,245,dumebi-jjc,dumebi jjc,Newly admitted to the university; looking for freedom from her parents.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,b42adc2b827c1b40b1e7981e8ea7a41e1162849dbe72a382d65d0329179fad7e
